properties - ETA,properties - FIL,properties - NAME,properties - PLACES,properties - ind,properties - BACS
Université de Corte (Public),2005,Licence - Economie et Gestion Parcours Renforcé,20,100,100;0;0
Université de Lille (Public),2006,Licence - Administration économique et sociale (AES),450,100,61;24;13
Université de Lille (Public),2002,Licence - Droit panoptique,910,100,86;7;4
Université de Lille (Public),2007,Licence - Science politique,515,100,91;4;3
Université de Lille (Public),2004,Licence - Banque-Finance-Comptabilité,60,23,92;7;0
Université de Corte (Public),2031,Licence - Parcours Majeure Lettres - Mineure Italien ou Espagnol,25,100,63;0;18
Université de Corte (Public),2031,Licence - Parcours Majeure Espagnol - Mineure Lettres,25,100,66;16;16
Université de Corte (Public),2031,Licence - Parcours Majeure Italien - Mineure Lettres,25,100,71;0;28
Université Paris 1 Panthéon Sorbonne (Public),2025,Licence - Arts plastiques (CNED - enseignement à distance),200,99,75;14;8
Université de Nice Sophia Antipolis (Public),2016,Licence - Double licence Philosophie - Droit,20,99,92;7;0
Université de Mulhouse (Public),2030,"Licence - Langues étrangères appliquées, Traduction scientifique et technique, option Anglais Italien",10,95,12;12;75
Université de Versailles - Saint Quentin en Yvelines (Public),2035,Licence - Double diplômation Chimie et Sciences de la Vie,25,67,100;0;0
Université de Versailles - Saint Quentin en Yvelines (Public),2033,Licence - Double diplômation Mathématiques et Physique,25,99,100;0;0
Université de Versailles - Saint Quentin en Yvelines (Public),2037,Licence - Double diplômation Sciences de la Vie et Informatique,25,53,100;0;0
Université de Poitiers (Site d'Angoulême) (Public),2045,Licence - Première Année Commune des Etudes de Santé (PACES)  (Site Angoulême - Uniquement en Visio-enseignement),90,98,86;11;2
Université de Lille (Public),2007,Licence - Science politique option académie ESJ,50,14,100;0;0
Université d'Amiens - Antenne de Soissons (Public),2020,"Licence - EDUCATION ET MOTRICITE (SOISSONS, Portail STAPS)",217,100,67;25;7
Université Clermont Auvergne - Antenne de Vichy - UFR STAPS (Public),2020,Licence - STAPS site de Vichy,120,100,73;21;4
Université de Guyane (Public),2032,Licence - Informatique,30,100,25;42;32
Université de Guyane (Public),2029,Licence - Anglais,65,100,63;18;18
Université de Brest (Public),2015,Licence - Sciences de l'éducation,40,47,84;15;0
"Université de Montpellier, Antenne de Nîmes (Public)",2046,"Licence - Métiers de l'enseignement, de l'éducation et de la formation (Faculté d'éducation) ",64,39,95;4;0
Université de Brest (Public),2024,Licence - pratique arts plastiques,15,30,80;20;0
Université de Brest (Public),2024,Licence - pratique cinéma,10,42,86;6;6
Université de Brest (Public),2024,Licence - pratique cirque,5,100,100;0;0
Université de Brest (Public),2024,Licence - pratique danse,8,46,100;0;0
Université de Brest (Public),2024,Licence - pratique musique,20,33,100;0;0
Université de Brest (Public),2024,Licence - pratique théâtre,7,56,100;0;0
Université de Reims Champagne-Ardenne (Public),2024,Licence - Arts du spectacle vivant,40,100,78;8;13
Université Paris Nanterre (Public),2009,Licence - Humanités et danse - A distance,15,92,100;0;0
Université Toulouse 1 Capitole (Public),2002,Licence - parcours double diplôme international franco-allemand (Sarre),10,91,100;0;0
Université Lumière-Lyon 2 (Public),2030,Licence - Portail Langues : Espagnol - Portugais,15,100,68;25;6
Université de Montpellier (Public),2004,Licence - Gestion (formation à distance en e-learning) - Institut Montpellier Management - MOMA,200,100,75;15;6
Université de Strasbourg (Public),2046,Licence - Sciences et technologies,60,100,66;28;5
Université de Strasbourg (Public),2015,Licence - Sciences de l'éducation,80,49,78;11;8
Université de Strasbourg (Public),2029,Licence - Études allemandes : la germanistique dans une perspective franco-allemande,10,85,100;0;0
Université Bordeaux Montaigne (Public),2030,Licence - Licence 1 LEA - Langues étrangères appliquées : Anglais-Coréen,40,13,87;10;2
Université de Strasbourg (Public),2029,Licence - Études néo-helléniques : langues et cultures grecques modernes,20,100,93;6;0
Université de Bourgogne - site de Dijon (Public),2029,Licence - bidisciplinaire Anglais - Espagnol,18,49,100;0;0
Université de Cergy-Pontoise (Public),2003,Licence - LICENCE LPI CONSEILLER DE CLIENTÈLE DE PARTICULIERS MULTICANAL ,20,91,78;15;5
Université de La Rochelle (Public),2043,Licence - Sciences pour la santé,80,85,95;4;0
Université de Tours (Public),2002,Licence - Droit Langues / Anglais / Allemand / Espagnol / Italien / Langue juridique / Système juridique étranger,250,100,93;3;1
Université de Bourgogne - site de Dijon (Public),2002,Licence - prépa aux grandes écoles du droit,20,34,100;0;0
Université de Strasbourg (Public),2002,Licence - Droits européens,40,64,100;0;0
UNIVERSITE GRENOBLE ALPES (Public),2002,Licence - Franco-Allemand,10,80,100;0;0
Université d'Orléans - Centre Univ. de Bourges (Bourges) (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives - Site de Bourges,90,51,81;10;8
Aix Marseille Université- Site de Gap (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives,90,70,77;17;4
Institut Catholique Paris (Privé enseignement supérieur),2010,Licence - Histoire-Science politique,120,97,99;0;0
Institut Catholique Paris (Privé enseignement supérieur),2023,Licence - Humanités et diversité des langages,120,98,95;3;0
Institut Catholique Paris (Privé enseignement supérieur),2030,Licence - Anglais-Allemand,30,100,100;0;0
Université Paris 13 (Public),2032,Licence - Double Licence Informatique/Mathématiques,35,32,100;0;0
IFEPSA - Facultés libres de l'ouest - UCO (Privé enseignement supérieur),2020,Licence - STAPS ACCESS,25,74,59;36;4
Université de Pau et des Pays de l'Adour - Campus d'Anglet (Public),2020,Licence - STAPS - Sciences et Techniques des Activités Physiques et Sportives ,50,19,91;6;1
Université de Guyane (Public),2044,Licence - Mécanique et Matériaux,30,98,61;23;15
UNIVERSITE SAVOIE MONT BLANC - Annecy-le-Vieux (Public),2005,Licence - Science politique et Relations internationales,30,54,100;0;0
Campus des Comtes de champagne - URCA (Public),2005,Licence - Economie et gestion,80,97,57;37;1
Université de Pau et des Pays de l'Adour - Campus d'Anglet (Public),2032,Licence - Informatique,24,97,50;50;0
CFA MIDISUP (Public),3044,Licence - Spécifique bac Pro - en apprentissage,30,-1,0;0;0
Université Le Havre Normandie (Public),2018,Licence - Préparation aux études en Sciences Humaines et Economiques,40,-1,50;50;0
Université de Nice - UFR de Médecine (Public),2045,Licence - Première Année des Etudes de Santé,1100,100,96;2;0
Université de Nice Sophia Antipolis (Public),2005,Licence - Economie et gestion,400,-1,0;0;0
Université Clermont Auvergne (Public),2033,Licence - Mathématiques-Biologie-Chimie,105,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2026,Licence - Arts du spectacle,135,100,67;21;10
Université de Bordeaux - Bordeaux Métropole (Public),2002,Licence - International franco-allemand en droit,15,-1,0;0;0
Université de Bordeaux - Bordeaux Métropole (Public),2033,"Licence - Mathématiques, informatique, sciences pour l’ingénieur, physique, chimie, géosciences (MISIPCG) : Mathématiques",195,100,91;5;3
Université de Bordeaux - Bordeaux Métropole (Public),2034,"Licence - Mathématiques, informatique, sciences pour l’ingénieur, physique, chimie, géosciences (MISIPCG) : Physique",95,99,85;10;3
Université de Bordeaux - Bordeaux Métropole (Public),2036,"Licence - Mathématiques, informatique, sciences pour l’ingénieur, physique, chimie, géosciences (MISIPCG) : Physique, chimie",80,100,93;2;1
Université de Bordeaux - Bordeaux Métropole (Public),2038,"Licence - Mathématiques, informatique, sciences pour l’ingénieur, physique, chimie, géosciences (MISIPCG) : Sciences de la terre",90,99,92;7;0
Université de Bordeaux - Bordeaux Métropole (Public),2044,"Licence - Mathématiques, informatique, sciences pour l’ingénieur, physique, chimie, géosciences (MISIPCG) : Sciences pour l'ingénieur",140,100,78;14;7
Université de Bordeaux - Bordeaux Métropole (Public),2035,"Licence - Mathématiques, informatique, sciences pour l’ingénieur, physique, chimie, géosciences (MISIPCG) : Chimie",175,100,85;10;1
Université de Bordeaux - Bordeaux Métropole (Public),2032,"Licence - Mathématiques, informatique, sciences pour l’ingénieur, physique, chimie, géosciences (MISIPCG) : Informatique",160,99,93;5;1
Université de Bordeaux - Bordeaux Métropole (Public),2032,"Licence - International (parcours Chimie / Informatique / Mathématiques / Physique / Physique, chimie / Sciences pour l'ingénieur) : Informatique",12,-1,0;0;0
Université de Bordeaux - Bordeaux Métropole (Public),2036,"Licence - International (parcours Chimie / Informatique / Mathématiques / Physique / Physique, chimie / Sciences pour l'ingénieur) : Physique, chimie",12,-1,0;0;0
Université de Bordeaux - Bordeaux Métropole (Public),2034,"Licence - International (parcours Chimie / Informatique / Mathématiques / Physique / Physique, chimie / Sciences pour l'ingénieur) : Physique",12,-1,0;0;0
Université de Bordeaux - Bordeaux Métropole (Public),2033,"Licence - International (parcours Chimie / Informatique / Mathématiques / Physique / Physique, chimie / Sciences pour l'ingénieur) : Mathématiques",12,-1,0;0;0
Université de Bordeaux - Bordeaux Métropole (Public),2035,"Licence - International (parcours Chimie / Informatique / Mathématiques / Physique / Physique, chimie / Sciences pour l'ingénieur) : Chimie",12,-1,0;0;0
Université de Bordeaux - Bordeaux Métropole (Public),2044,"Licence - International (parcours Chimie / Informatique / Mathématiques / Physique / Physique, chimie / Sciences pour l'ingénieur) : Sciences pour l'ingénieur",12,-1,0;0;0
Université de Limoges (Public),2037,Licence - Parcours renforcé Masseur Kinésithérapeute-Ergothérapeute,50,-1,0;0;0
Université Paris 1 Panthéon Sorbonne (Public),2002,Licence - Collège de Droit de la Sorbonne,50,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2029,Licence - Allemand,20,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2029,Licence - Anglais,180,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2029,Licence - Espagnol,90,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2029,Licence - Italien,90,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2030,Licence - Anglais - Espagnol,115,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2030,Licence - Anglais - Italien,45,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2030,Licence - Anglais - Arabe,45,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2030,Licence - Anglais - Chinois,60,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2030,Licence - Anglais - Portugais,30,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2030,Licence - Anglais - Russe,45,-1,0;0;0
Université de Nice Sophia Antipolis (Public),2033,Licence - Double licence Mathématiques / Sciences de la Vie,35,-1,0;0;0
Université de Limoges (Public),2020,Licence - Parcours renforcé Masseur Kinésithérapeute-Ergothérapeute,50,-1,0;0;0
Université de Bordeaux - Bordeaux Métropole (Public),2002,Licence - International Droit français-droit espagnol ,30,-1,0;0;0
Université Clermont Auvergne (Public),2033,Licence - Mathématiques-Informatique-Economie,175,-1,0;0;0
Université Clermont Auvergne (Public),2033,Licence - Mathématiques-Physique Sciences pour l'Ingénieur-Informatique,215,-1,0;0;0
Université Clermont Auvergne (Public),2033,Licence - Mathématiques-Physique Sciences pour l'Ingénieur-Géologie,30,-1,0;0;0
Université Clermont Auvergne (Public),2033,Licence - Mathématiques-Physique Sciences pour l'Ingénieur-Chimie,135,-1,0;0;0
Université Clermont Auvergne (Public),2035,Licence - Chimie-Géologie-Physique Sciences pour l'Ingénieur,35,100,78;20;1
Université Clermont Auvergne (Public),2037,Licence - Biologie-Chimie-Géologie,180,-1,0;0;0
Université Clermont Auvergne (Public),2037,Licence - Biologie-Chimie-Santé,300,-1,0;0;0
Université de Poitiers (Public),2010,Licence - Droit / Histoire : Histoire,70,-1,0;0;0
Université de Poitiers (Public),2002,Licence - Droit / Histoire : Droit,30,-1,0;0;0
Université de Poitiers (Public),2028,Licence - Droit / Lettres : Lettres,40,-1,0;0;0
Université de Poitiers (Public),2002,Licence - Droit / Lettres : Droit,35,-1,0;0;0
Université de Poitiers (Public),2014,Licence - Droit / Psychologie : Psychologie,180,-1,0;0;0
Université de Poitiers (Public),2002,Licence - Droit / Psychologie : Droit,60,-1,0;0;0
Université de Poitiers (Public),2035,Licence - Physique / Chimie / Sciences pour l'Ingénieur /  Sciences de la Terre : Chimie,100,100,75;18;3
Université de Poitiers (Public),2044,Licence - Physique / Chimie / Sciences pour l'Ingénieur /  Sciences de la Terre : Sciences pour l'ingénieur,80,99,89;7;2
Université de Poitiers (Public),2038,Licence - Physique / Chimie / Sciences pour l'Ingénieur /  Sciences de la Terre : Sciences de la terre,20,99,90;10;0
Université de Poitiers (Public),2034,Licence - Physique / Chimie / Sciences pour l'Ingénieur /  Sciences de la Terre : Physique,80,100,88;7;3
Université de Poitiers (Public),2033,Licence - Informatique / Mathématiques : Mathématiques,100,100,88;8;2
Université de Poitiers (Public),2032,Licence - Informatique / Mathématiques : Informatique,180,99,79;15;4
Université de Poitiers (Public),2038,Licence - Sciences de la Vie / Sciences de la Terre : Sciences de la terre,70,100,81;15;2
Université de Poitiers (Public),2037,Licence - Sciences de la Vie / Sciences de la Terre : Sciences de la vie,360,100,92;6;0
Université de Nice Sophia Antipolis (Public),2019,"Licence - Sciences de l'Homme, Anthropologie, Ethnologie",90,100,80;8;11
Université de Nice Sophia Antipolis (Public),2010,Licence - Histoire,230,100,65;14;17
Université de Nice Sophia Antipolis (Public),2016,Licence - Philosophie,70,100,64;14;16
Université de Poitiers (Public),2021,Licence - Psychologie / Sciences Du Langage : Sciences Du Langage,50,-1,0;0;0
Université de Poitiers (Public),2014,Licence - Psychologie / Sciences Du Langage : Psychologie,84,99,81;15;3
Université de Nice Sophia Antipolis (Public),2014,Licence - Psychologie,600,99,66;20;11
Université Paris 1 Panthéon Sorbonne (Public),2002,Licence - Droits français et anglais,15,-1,0;0;0
Université Paris 1 Panthéon Sorbonne (Public),2010,Licence - Histoire-Allemand/Etudes germaniques (avec Paris 3),10,-1,0;0;0
Université Paris 1 Panthéon Sorbonne (Public),2002,Licence - Centre Audiovisuel d'Études Juridiques (CAVEJ) parcours en formation à distance,100,-1,0;0;0
